method,sample_id,coverage_score,acceptance_completeness,dependency_capture_rate,rework_rate,time_to_ready_minutes,reviewer_edits_per_story,governance_block_rate
B0_manual,U00610,6.0458,5.8285,0.5376,0.2744,196.22,4.707,0.0969
B0_manual,U00625,6.3104,6.0506,0.5535,0.2623,189.51,4.5049,0.0945
B0_manual,U00640,6.373,6.1076,0.5619,0.2566,186.39,4.4156,0.0917
B0_manual,U00655,6.1448,5.9089,0.5408,0.2716,194.62,4.6563,0.0973
B0_manual,U00670,6.2379,5.9924,0.5518,0.2639,190.45,4.536,0.0939
B0_manual,U00685,6.3499,6.0775,0.5495,0.2646,190.63,4.5325,0.0972
B0_manual,U00700,6.2579,6.0094,0.5533,0.2628,189.85,4.5181,0.0936
B0_manual,U00715,6.2554,5.997,0.5426,0.2697,193.43,4.6156,0.0986
B0_manual,U00730,6.457,6.1855,0.5746,0.2479,181.74,4.2829,0.0874
B0_manual,U00745,6.3079,6.0617,0.5668,0.2539,185.1,4.3853,0.0881
B0_manual,U00760,6.5455,6.2519,0.5717,0.2491,182.21,4.289,0.0904
B0_manual,U00775,6.1629,5.9288,0.5468,0.2677,192.54,4.5984,0.0948
B0_manual,U00790,6.5095,6.2223,0.5702,0.2503,182.9,4.3105,0.0904
B0_manual,U00805,6.262,6.0088,0.5494,0.2653,191.14,4.5529,0.0955
B0_manual,U00820,6.3558,6.0938,0.5615,0.2569,186.62,4.4232,0.0916
B0_manual,U00835,6.1606,5.9331,0.553,0.2638,190.48,4.5425,0.0918
B0_manual,U00850,6.2959,6.045,0.5594,0.2587,187.63,4.4549,0.0914
B0_manual,U00865,6.4565,6.1724,0.5615,0.2562,186.08,4.4009,0.0936
B0_manual,U00880,6.2753,6.0197,0.55,0.2648,190.87,4.5446,0.0955
B0_manual,U00894,6.4178,6.1341,0.5532,0.2617,189.03,4.4842,0.0967
B0_manual,U00908,6.3643,6.097,0.5581,0.2591,187.72,4.4523,0.0934
B0_manual,U00922,6.4082,6.1266,0.5532,0.2618,189.08,4.4862,0.0966
B0_manual,U00936,6.1639,5.9362,0.5535,0.2634,190.31,4.5375,0.0917
B0_manual,U00950,6.183,5.9446,0.5468,0.2675,192.41,4.5934,0.0952
B0_manual,U00964,6.4559,6.1694,0.5589,0.2578,186.94,4.4245,0.0948
B0_manual,U00978,6.5331,6.2416,0.5711,0.2495,182.47,4.2971,0.0905
B0_manual,U00992,6.3359,6.0772,0.5604,0.2578,187.09,4.4372,0.0917
B0_manual,U01006,6.2826,6.0229,0.5474,0.2664,191.7,4.5667,0.0969
B0_manual,U01020,6.2852,6.0384,0.5612,0.2576,187.09,4.4411,0.0904
B0_manual,U01034,6.2754,6.0336,0.5642,0.2558,186.15,4.4162,0.0887
B0_manual,U01048,6.3346,6.0797,0.564,0.2555,185.92,4.4055,0.09
B0_manual,U01062,6.252,6.0117,0.5604,0.2584,187.53,4.4555,0.0901
B0_manual,U01076,6.4449,6.1604,0.5584,0.2582,187.15,4.431,0.0948
B0_manual,U01090,6.2345,6.0017,0.5641,0.2562,186.4,4.4259,0.088
B0_manual,U01104,6.2902,6.0311,0.5497,0.2649,190.88,4.5438,0.0959
B0_manual,U01118,6.3759,6.0988,0.5505,0.2637,190.14,4.5175,0.0972
B0_manual,U01132,6.373,6.1019,0.556,0.2603,188.34,4.4687,0.0945
B0_manual,U01146,6.3667,6.0899,0.5488,0.2649,190.78,4.5355,0.0979
B0_manual,U01160,6.2993,6.0437,0.5554,0.2612,188.96,4.4907,0.0934
B0_manual,U01174,6.3843,6.1141,0.5595,0.258,187.12,4.4347,0.0931
B0_manual,U01188,6.5675,6.2748,0.5777,0.2451,180.12,4.2306,0.088
B0_manual,U01202,6.4494,6.1644,0.5589,0.2579,186.96,4.4255,0.0946
B0_manual,U01216,6.3187,6.055,0.5514,0.2636,190.17,4.5223,0.0957
B0_manual,U01230,6.3942,6.1271,0.5649,0.2545,185.3,4.3842,0.0907
B0_manual,U01244,6.4369,6.1545,0.5589,0.258,187.04,4.4286,0.0944
B0_manual,U01258,6.3689,6.0946,0.5518,0.263,189.76,4.5076,0.0965
B0_manual,U01272,6.4732,6.1922,0.5684,0.2517,183.7,4.3348,0.0906
B0_manual,U01286,6.1874,5.9554,0.5544,0.2627,189.87,4.5239,0.0917
B0_manual,U01300,6.437,6.1554,0.5597,0.2575,186.78,4.4214,0.094
B0_manual,U01314,6.3882,6.1156,0.5579,0.259,187.63,4.4483,0.0939
B0_manual,U01328,6.3035,6.0539,0.5625,0.2567,186.56,4.4254,0.0901
B0_manual,U01342,6.1925,5.9469,0.5415,0.2708,194.13,4.6393,0.0979
B0_manual,U01356,6.3979,6.1225,0.5573,0.2593,187.79,4.4519,0.0944
B0_manual,U01370,6.2696,6.0207,0.5555,0.2613,189.06,4.4957,0.0927
B0_manual,U01384,6.2829,6.0447,0.5695,0.2524,184.36,4.3668,0.0864
B0_manual,U01398,6.2947,6.032,0.547,0.2665,191.74,4.5668,0.0973
B0_manual,U01412,6.419,6.1485,0.567,0.253,184.44,4.3592,0.0902
B0_manual,U01426,6.2042,5.9666,0.5524,0.2638,190.44,4.5383,0.093
B0_manual,U01440,6.4494,6.1641,0.5587,0.258,187.05,4.4278,0.0948
B0_manual,U01454,6.4478,6.1703,0.5663,0.2532,184.53,4.3594,0.0911
B0_manual,U01468,6.3708,6.1008,0.5566,0.2599,188.16,4.4638,0.0942
B0_manual,U01482,6.2218,5.9816,0.5537,0.2629,189.93,4.523,0.0927
B0_manual,U01496,6.3333,6.0699,0.5551,0.2612,188.88,4.4861,0.0942
B0_manual,U01510,6.2895,6.0326,0.5518,0.2636,190.2,4.5252,0.0949
B0_manual,U01524,6.1765,5.9453,0.5527,0.2638,190.5,4.5418,0.0923
B0_manual,U01538,6.3013,6.0539,0.5642,0.2556,186.02,4.4108,0.0893
B0_manual,U01552,6.3539,6.0814,0.5504,0.264,190.32,4.5239,0.0969
B0_manual,U01566,6.5466,6.2486,0.5676,0.2517,183.58,4.3262,0.0924
B0_manual,U01580,6.1848,5.9497,0.5506,0.2651,191.15,4.5589,0.0934
B0_manual,U01594,6.3112,6.0508,0.5532,0.2625,189.61,4.5078,0.0947
B0_manual,U01608,6.4787,6.1979,0.5699,0.2507,183.16,4.3199,0.09
B0_manual,U01622,6.3189,6.0473,0.5434,0.2687,192.83,4.5946,0.0995
B0_manual,U01636,6.4077,6.1292,0.5563,0.2599,188.08,4.4588,0.0951
B0_manual,U01650,6.2685,6.0141,0.5497,0.2651,191.0,4.5486,0.0955
B0_manual,U01664,6.204,5.9645,0.5504,0.2651,191.1,4.5562,0.0939
B0_manual,U01678,6.1692,5.9361,0.5492,0.2661,191.7,4.5749,0.0938
B0_manual,U01692,6.5785,6.284,0.5784,0.2446,179.83,4.222,0.0879
B0_manual,U01706,6.4115,6.1335,0.5576,0.259,187.61,4.4458,0.0945
B0_manual,U01720,6.2182,5.9726,0.5473,0.2669,192.05,4.581,0.0956
B0_manual,U01734,6.4836,6.1922,0.5601,0.2569,186.39,4.4075,0.0948
B0_manual,U01748,6.19,5.9607,0.5577,0.2605,188.76,4.4934,0.0902
B0_manual,U01762,6.2938,6.0385,0.5544,0.2619,189.31,4.5008,0.0938
B0_manual,U01776,6.3304,6.0672,0.5546,0.2615,189.06,4.4912,0.0944
B0_manual,U01790,6.1782,5.9492,0.5554,0.2621,189.59,4.5168,0.091
B0_manual,U01804,6.1853,5.9576,0.5583,0.2602,188.6,4.4895,0.0898
B0_manual,U01818,6.1373,5.909,0.5469,0.2678,192.62,4.6025,0.0943
B0_manual,U01832,6.2876,6.0322,0.5529,0.2629,189.84,4.5156,0.0944
B0_manual,U01846,6.3463,6.0714,0.5462,0.2667,191.76,4.5635,0.0987
B0_manual,U01860,6.2364,5.9986,0.5595,0.2591,187.93,4.4676,0.0902
B0_manual,U01874,6.1871,5.9517,0.5508,0.2649,191.06,4.5563,0.0934
B0_manual,U01888,6.4082,6.1388,0.5658,0.2539,184.93,4.3731,0.0906
B0_manual,U01902,6.0748,5.8595,0.5462,0.2687,193.22,4.6232,0.0934
B0_manual,U01916,6.5225,6.2286,0.5663,0.2527,184.13,4.3429,0.0926
B0_manual,U01930,5.9775,5.7716,0.5339,0.2772,197.82,4.7555,0.0974
B0_manual,U01944,6.3258,6.0538,0.5445,0.268,192.43,4.5833,0.0991
B0_manual,U01958,6.5041,6.2106,0.5626,0.2551,185.45,4.3804,0.094
B0_manual,U01972,6.2385,5.9942,0.5533,0.263,189.96,4.5226,0.0932
B0_manual,U01986,6.397,6.1295,0.5651,0.2544,185.21,4.3818,0.0907
B0_manual,U02000,6.2294,5.9845,0.5506,0.2648,190.92,4.5493,0.0943
B0_manual,U02014,6.3236,6.0618,0.5545,0.2616,189.11,4.4932,0.0943
B0_manual,U02028,6.48,6.2008,0.5719,0.2495,182.52,4.3023,0.0891
B0_manual,U02042,6.3016,6.0575,0.5676,0.2535,184.89,4.38,0.0876
B0_manual,U02056,6.407,6.1363,0.5641,0.2549,185.47,4.388,0.0913
B0_manual,U02070,6.5182,6.2306,0.5718,0.2492,182.33,4.2944,0.0899
B0_manual,U02084,6.22,5.9785,0.552,0.264,190.5,4.5387,0.0935
B0_manual,U02098,6.332,6.0721,0.5583,0.2591,187.81,4.4572,0.0927
B0_manual,U02112,6.064,5.8482,0.5432,0.2707,194.25,4.6522,0.0946
B0_manual,U02126,6.224,5.9846,0.555,0.262,189.47,4.5103,0.0921
B0_manual,U02140,6.4449,6.1579,0.5559,0.2598,187.99,4.4537,0.096
B0_manual,U02154,6.3959,6.1137,0.5498,0.2641,190.28,4.5197,0.0979
B0_manual,U02168,6.0705,5.8422,0.5318,0.2778,197.99,4.7533,0.1001
B0_manual,U02182,6.3193,6.0653,0.5615,0.2572,186.82,4.4311,0.0909
B0_manual,U02196,6.4904,6.2073,0.5701,0.2505,183.03,4.3156,0.0901
B0_manual,U02210,6.2216,5.986,0.5584,0.2599,188.37,4.4804,0.0905
B0_manual,U02224,6.2139,5.9823,0.5607,0.2585,187.63,4.461,0.0892
B0_manual,U02238,6.4472,6.1611,0.5574,0.2589,187.49,4.44,0.0953
B0_manual,U02252,6.0892,5.87,0.5454,0.2691,193.4,4.6271,0.0941
B0_manual,U02266,6.3882,6.1153,0.5575,0.2592,187.75,4.4515,0.0941
B0_manual,U02280,6.1495,5.917,0.5453,0.2687,193.1,4.6144,0.0953
B0_manual,U02294,6.6397,6.3311,0.5776,0.2446,179.75,4.2154,0.0895
B0_manual,U02308,6.57,6.2721,0.5729,0.2481,181.69,4.2731,0.0904
B0_manual,U02322,6.1643,5.9376,0.5546,0.2627,189.92,4.527,0.0911
B0_manual,U02336,6.2972,6.0419,0.5552,0.2614,189.03,4.493,0.0935
B0_manual,U02350,6.3603,6.0994,0.5636,0.2555,185.88,4.4027,0.0907
B0_manual,U02364,6.3437,6.0807,0.5578,0.2594,187.9,4.4589,0.0931
B0_manual,U02378,6.4247,6.1408,0.5545,0.2608,188.56,4.4708,0.0963
B0_manual,U02392,6.2513,5.9956,0.5444,0.2685,192.84,4.6001,0.0977
B0_manual,U02406,6.2933,6.0398,0.5561,0.2608,188.73,4.4851,0.0929
B0_manual,U02420,6.4593,6.173,0.5599,0.2572,186.6,4.4148,0.0944
B0_manual,U02434,6.3809,6.1202,0.5685,0.2523,184.16,4.3543,0.0888
B0_manual,U02448,6.0567,5.8381,0.5387,0.2736,195.77,4.694,0.0966
B0_manual,U02462,6.3555,6.092,0.5599,0.2579,187.15,4.4374,0.0923
B0_manual,U02476,6.4186,6.1356,0.5541,0.2611,188.72,4.4756,0.0963
B0_manual,U02490,6.474,6.1982,0.574,0.2481,181.83,4.2842,0.088
B0_manual,U02504,6.284,6.029,0.5525,0.2632,189.99,4.52,0.0945
B0_manual,U02518,6.3092,6.0569,0.561,0.2576,187.02,4.4374,0.0909
B0_manual,U02532,6.2668,6.0226,0.5598,0.2587,187.67,4.4582,0.0907
B0_manual,U02546,6.5111,6.2186,0.5652,0.2535,184.56,4.3557,0.0929
B0_manual,U02560,6.411,6.1342,0.5588,0.2582,187.22,4.4352,0.094
B0_manual,U02574,6.5852,6.284,0.5729,0.248,181.6,4.2697,0.0906
B0_manual,U02588,6.0506,5.8362,0.5417,0.2718,194.84,4.6691,0.0951
B0_manual,U02602,6.2373,5.9918,0.5518,0.264,190.48,4.5369,0.0939
B0_manual,U02616,6.4893,6.2013,0.5649,0.2538,184.78,4.3632,0.0926
B0_manual,U02630,6.2924,6.0481,0.5654,0.255,185.68,4.4021,0.0885
B0_manual,U02644,6.4791,6.1955,0.5671,0.2525,184.1,4.3454,0.0913
B0_manual,U02658,6.1898,5.9541,0.5512,0.2647,190.94,4.5528,0.0933
B0_manual,U02672,6.2252,5.9887,0.5582,0.2599,188.4,4.481,0.0906
B0_manual,U02686,6.35,6.0765,0.5484,0.2653,190.98,4.5422,0.0977
B0_manual,U02700,6.2957,6.0343,0.5486,0.2656,191.22,4.5527,0.0966
B0_manual,U02714,6.1795,5.9515,0.5567,0.2612,189.14,4.5046,0.0904
B0_manual,U02728,6.3726,6.1068,0.5614,0.2569,186.56,4.4201,0.092
B0_manual,U02742,6.1459,5.9065,0.5374,0.2738,195.74,4.6867,0.099
B0_manual,U02756,6.2202,5.9754,0.5486,0.2661,191.61,4.5689,0.0951
B0_manual,U02770,6.1514,5.9165,0.5433,0.2699,193.74,4.6318,0.0962
B0_manual,U02784,6.311,6.049,0.5515,0.2636,190.18,4.5233,0.0955
B0_manual,U02798,6.4486,6.1712,0.5666,0.253,184.42,4.3563,0.091
B0_manual,U02812,6.2972,6.0342,0.5473,0.2664,191.65,4.5642,0.0972
B0_manual,U02826,6.2499,5.9913,0.5412,0.2706,193.91,4.6291,0.0992
B0_manual,U02840,6.2504,6.0136,0.5637,0.2563,186.46,4.4263,0.0885
B0_manual,U02854,6.3576,6.1009,0.5673,0.2532,184.68,4.3702,0.0889
B0_manual,U02868,6.4376,6.151,0.5547,0.2606,188.43,4.4662,0.0964
B0_manual,U02882,6.4221,6.1427,0.5585,0.2583,187.24,4.4352,0.0943
B0_manual,U02896,6.309,6.0487,0.5527,0.2628,189.78,4.5125,0.0949
B0_manual,U02910,6.2317,5.9854,0.5497,0.2653,191.2,4.5569,0.0948
B0_manual,U02924,6.5512,6.2538,0.5692,0.2506,183.03,4.311,0.0918
B0_manual,U02938,6.3637,6.0935,0.5548,0.2611,188.79,4.4814,0.0949
B0_manual,U02952,6.4691,6.1858,0.5652,0.2538,184.79,4.3649,0.0921
B0_manual,U02966,6.4283,6.1504,0.5615,0.2564,186.22,4.407,0.093
B0_manual,U02980,6.3953,6.1222,0.559,0.2583,187.25,4.4373,0.0936
B0_manual,U02994,6.422,6.1414,0.5574,0.259,187.62,4.4454,0.0948
B0_manual,U03008,6.4411,6.1629,0.5641,0.2547,185.31,4.3811,0.092
B0_manual,U03022,6.3608,6.0873,0.5509,0.2636,190.1,4.5175,0.0967
B0_manual,U03036,6.1378,5.9105,0.548,0.2671,192.26,4.5924,0.0937
B0_manual,U03050,6.3024,6.0515,0.5608,0.2578,187.13,4.441,0.0909
B0_manual,U03064,6.0975,5.8801,0.5491,0.2667,192.11,4.5913,0.0924
B0_manual,U03078,6.3334,6.0782,0.5634,0.2559,186.1,4.4105,0.0902
B0_manual,U03092,6.2285,5.9908,0.5578,0.2602,188.54,4.4847,0.0909
B0_manual,U03106,6.4754,6.1888,0.5632,0.255,185.4,4.381,0.0931
B0_manual,U03120,6.1053,5.8858,0.5487,0.2669,192.21,4.5935,0.0928
B0_manual,U03134,6.3695,6.1148,0.572,0.2502,183.06,4.3252,0.0869
B0_manual,U03148,6.2599,6.014,0.5564,0.2609,188.83,4.4904,0.0922
B0_manual,U03162,6.3523,6.0956,0.5662,0.254,185.08,4.3813,0.0893
B0_manual,U03176,6.3798,6.1133,0.5623,0.2563,186.23,4.4106,0.0917
B0_manual,U03190,6.5138,6.224,0.5686,0.2513,183.41,4.3241,0.0913
B0_manual,U03204,6.2956,6.0471,0.5618,0.2572,186.84,4.4336,0.0903
B0_manual,U03218,6.6528,6.3449,0.5812,0.2422,178.47,4.1796,0.088
B0_manual,U03232,6.6436,6.3407,0.5843,0.2403,177.5,4.1537,0.0863
B0_manual,U03246,6.5983,6.3091,0.5882,0.2382,176.45,4.1286,0.0836
B0_manual,U03260,6.4901,6.2153,0.5786,0.2451,180.22,4.239,0.0861
B0_manual,U03274,6.2006,5.961,0.5496,0.2656,191.4,4.5646,0.0942
B0_manual,U03288,6.4435,6.1569,0.5561,0.2597,187.95,4.4528,0.0959
B0_manual,U03302,6.2304,5.9891,0.5545,0.2623,189.61,4.5137,0.0925
B0_manual,U03316,6.3062,6.0571,0.5636,0.256,186.2,4.4154,0.0897
B0_manual,U03330,6.2872,6.0433,0.5646,0.2555,185.95,4.4099,0.0888
B0_manual,U03344,6.563,6.2666,0.5729,0.2482,181.72,4.2745,0.0902
B0_manual,U03358,6.5613,6.2643,0.5718,0.2489,182.09,4.2847,0.0907
B0_manual,U03372,6.1522,5.9156,0.5417,0.271,194.28,4.6464,0.097
B0_manual,U03386,6.4266,6.1592,0.5719,0.2498,182.77,4.3132,0.088
B0_manual,U03400,6.3988,6.1334,0.5677,0.2527,184.33,4.3575,0.0895
B0_manual,U03414,6.4485,6.1766,0.5722,0.2494,182.56,4.3057,0.0883
B0_manual,U03428,6.2871,6.0412,0.5625,0.2568,186.64,4.4288,0.0898
B0_manual,U03442,6.233,5.9944,0.5578,0.2601,188.49,4.4829,0.0909
B0_manual,U03456,6.3342,6.0704,0.5548,0.2613,188.96,4.4883,0.0944
B0_manual,U03470,6.2104,5.971,0.552,0.264,190.55,4.5407,0.0933
B0_manual,U03484,6.3196,6.0497,0.5453,0.2675,192.2,4.5775,0.0986
B0_manual,U03498,6.2274,5.9863,0.5541,0.2626,189.77,4.5182,0.0926
B0_manual,U03512,6.1561,5.9309,0.5543,0.263,190.07,4.5317,0.0911
B0_manual,U03526,6.4672,6.192,0.573,0.2488,182.19,4.2944,0.0883
B0_manual,U03540,5.988,5.7831,0.5372,0.275,196.65,4.723,0.096
B0_manual,U03554,6.2088,5.9737,0.556,0.2615,189.22,4.5047,0.0913
B0_manual,U03568,6.2777,6.0253,0.5537,0.2624,189.62,4.5103,0.0938
B0_manual,U03582,6.2937,6.0409,0.557,0.2602,188.45,4.4773,0.0925
B0_manual,U03596,6.4797,6.1885,0.5595,0.2573,186.63,4.4143,0.095
B0_manual,U03610,6.6212,6.3186,0.5796,0.2435,179.19,4.2013,0.0882
B0_manual,U03624,6.183,5.9536,0.556,0.2617,189.37,4.5107,0.0908
B0_manual,U03638,6.548,6.2511,0.569,0.2508,183.11,4.3135,0.0918
B0_manual,U03652,6.1449,5.9223,0.5544,0.263,190.1,4.5332,0.0908
B0_manual,U03666,6.325,6.0796,0.5716,0.2507,183.42,4.3384,0.0862
B0_manual,U03680,6.4483,6.175,0.5707,0.2504,183.08,4.3198,0.089
B0_manual,U03694,6.1864,5.9558,0.5556,0.2619,189.49,4.5136,0.0911
B0_manual,U03708,6.1369,5.9128,0.5512,0.2651,191.22,4.5643,0.0922
B0_manual,U03722,6.5234,6.2384,0.5756,0.2468,181.04,4.259,0.0882
B0_manual,U03736,6.1272,5.9036,0.5495,0.2662,191.83,4.5817,0.0928
B0_manual,U03750,6.1144,5.8905,0.5463,0.2683,192.96,4.6133,0.0941
B0_manual,U03764,6.2346,6.0006,0.5629,0.2569,186.81,4.4372,0.0886
B0_manual,U03778,6.497,6.209,0.5666,0.2526,184.15,4.3456,0.0919
B0_manual,U03792,6.4928,6.2045,0.5653,0.2535,184.62,4.3585,0.0925
B0_manual,U03806,6.197,5.9588,0.5502,0.2652,191.21,4.5597,0.0939
B0_manual,U03820,6.1952,5.9556,0.5483,0.2665,191.85,4.5772,0.0947
B0_manual,U03834,6.2521,6.015,0.5636,0.2563,186.47,4.4265,0.0886
B0_manual,U03848,6.3519,6.094,0.5648,0.2549,185.54,4.3938,0.0899
B0_manual,U03862,6.2684,6.0304,0.5664,0.2544,185.45,4.3976,0.0875
B0_manual,U03876,6.3252,6.0691,0.5606,0.2577,187.07,4.4375,0.0914
B0_manual,U03890,6.4703,6.1799,0.5581,0.2582,187.13,4.4285,0.0954
B0_manual,U03904,6.429,6.1454,0.5558,0.26,188.12,4.4586,0.0957
B0_manual,U03918,6.5325,6.2438,0.5738,0.2478,181.57,4.2728,0.0892
B0_manual,U03932,6.3583,6.0909,0.5565,0.2601,188.27,4.4677,0.094
B0_manual,U03946,6.4511,6.1678,0.5611,0.2565,186.24,4.4058,0.0937
B0_manual,U03960,6.226,5.9898,0.5587,0.2597,188.25,4.477,0.0904
B0_manual,U03974,6.3242,6.0716,0.5641,0.2555,185.94,4.4069,0.0898
B0_manual,U03988,6.1924,5.9604,0.5555,0.2619,189.47,4.5126,0.0912
B0_manual,U04002,6.4965,6.206,0.5639,0.2544,185.08,4.3707,0.0932
B0_manual,U04016,6.5434,6.249,0.5705,0.2499,182.64,4.301,0.091
B0_manual,U04030,6.192,5.9603,0.5557,0.2618,189.42,4.5114,0.0912
B0_manual,U04044,6.2715,6.0269,0.5604,0.2583,187.45,4.4517,0.0905
B0_manual,U04058,6.172,5.9416,0.5525,0.264,190.57,4.5442,0.0923
B0_manual,U04072,6.4029,6.125,0.5558,0.2602,188.25,4.4639,0.0952
B0_manual,U04086,6.1079,5.8848,0.5455,0.2689,193.25,4.6217,0.0944
B0_manual,U04100,6.1993,5.9672,0.557,0.2609,188.96,4.4981,0.0907
B0_manual,U04114,6.2541,6.0099,0.5569,0.2606,188.7,4.487,0.0918
B0_manual,U04128,6.1251,5.8985,0.5459,0.2685,193.03,4.6144,0.0945
B0_manual,U04142,6.2897,6.0373,0.5564,0.2607,188.67,4.4836,0.0927
B0_manual,U04156,6.5366,6.2486,0.5755,0.2467,180.99,4.2567,0.0884
B0_manual,U04170,6.1738,5.947,0.5566,0.2614,189.21,4.5069,0.0904
B0_manual,U04184,6.4132,6.1338,0.5565,0.2597,187.96,4.4554,0.0951
B0_manual,U04198,6.4328,6.1522,0.5597,0.2575,186.79,4.422,0.0939
B0_manual,U04212,6.2666,6.0115,0.5485,0.2658,191.41,4.5599,0.096
B0_manual,U04226,6.2921,6.0353,0.5525,0.2631,189.95,4.5185,0.0946
B0_manual,U04240,6.4032,6.1378,0.5687,0.252,183.99,4.348,0.0891
B0_manual,U04254,6.0821,5.858,0.5388,0.2733,195.62,4.6879,0.0971
B0_manual,U04268,6.3989,6.1186,0.5525,0.2623,189.37,4.4948,0.0967
B0_manual,U04282,6.3125,6.0564,0.5578,0.2596,188.09,4.4663,0.0925
B0_manual,U04296,6.4363,6.1624,0.5675,0.2525,184.2,4.3513,0.0903
B0_manual,U04310,6.3724,6.0964,0.5508,0.2636,190.06,4.5155,0.097
B0_manual,U04324,6.251,6.0058,0.5551,0.2618,189.3,4.5038,0.0926
B0_manual,U04338,6.3171,6.0518,0.5494,0.2649,190.85,4.5409,0.0966
B0_manual,U04352,6.087,5.8617,0.5387,0.2734,195.64,4.6882,0.0972
B0_manual,U04366,6.4556,6.1675,0.5572,0.2589,187.5,4.4396,0.0956
B0_manual,U04380,6.3319,6.0758,0.5621,0.2567,186.54,4.4226,0.0908
B0_manual,U04394,6.4614,6.1788,0.5642,0.2545,185.16,4.3756,0.0924
B0_manual,U04408,6.4153,6.1466,0.568,0.2524,184.16,4.3516,0.0897
B0_manual,U04422,6.1016,5.8745,0.5401,0.2723,195.07,4.6715,0.0968
B0_manual,U04436,6.1722,5.944,0.5548,0.2625,189.81,4.5234,0.0912
B0_manual,U04450,6.1648,5.9296,0.5459,0.2682,192.8,4.6053,0.0953
B0_manual,U04464,6.4046,6.1291,0.5587,0.2584,187.29,4.4377,0.0939
B0_manual,U04478,6.2527,6.012,0.5601,0.2586,187.63,4.4582,0.0902
B0_manual,U04492,6.4498,6.1687,0.5631,0.2553,185.6,4.3884,0.0927
B0_manual,U04506,6.2909,6.0404,0.5588,0.2592,187.88,4.462,0.0916
B0_manual,U04520,6.3495,6.0926,0.5653,0.2546,185.4,4.3903,0.0897
B0_manual,U04534,6.4872,6.2028,0.5681,0.2518,183.74,4.335,0.091
B0_manual,U04548,6.5334,6.2408,0.5701,0.2502,182.83,4.3068,0.091
B0_manual,U04562,6.1261,5.8882,0.5345,0.2758,196.82,4.7175,0.1
B0_manual,U04576,5.9927,5.7872,0.5378,0.2746,196.43,4.7166,0.0958
B0_manual,U04590,6.3128,6.0547,0.5558,0.2609,188.75,4.4842,0.0935
B0_manual,U04604,6.2499,6.0124,0.5628,0.2569,186.75,4.4343,0.0889
B0_manual,U04618,6.4546,6.1797,0.5705,0.2505,183.1,4.32,0.0892
B0_manual,U04632,6.4926,6.2104,0.5716,0.2495,182.53,4.3018,0.0895
B0_manual,U04646,6.5114,6.2262,0.5728,0.2487,182.05,4.2873,0.0893
B0_manual,U04660,6.289,6.0313,0.5509,0.2642,190.5,4.5335,0.0953
B0_manual,U04674,6.4057,6.144,0.573,0.2493,182.54,4.3083,0.0871
B0_manual,U04688,6.4928,6.202,0.5628,0.2551,185.45,4.3812,0.0936
B0_manual,U04702,6.6231,6.3295,0.5893,0.2373,175.95,4.1132,0.0836
B0_manual,U04716,6.4872,6.2097,0.5752,0.2473,181.37,4.2707,0.0877
B0_manual,U04730,6.308,6.0651,0.5704,0.2516,183.93,4.3533,0.0864
B0_manual,U04744,6.6288,6.3224,0.5774,0.2449,179.89,4.2198,0.0894
B0_manual,U04758,6.495,6.2062,0.5654,0.2535,184.59,4.3577,0.0925
B0_manual,U04772,6.6606,6.3513,0.5816,0.2419,178.31,4.1745,0.088
B0_manual,U04786,6.1378,5.9153,0.5529,0.264,190.65,4.5487,0.0914
B0_manual,U04800,6.4213,6.1401,0.5566,0.2596,187.89,4.4528,0.0952
B0_manual,U04814,6.5821,6.2871,0.5787,0.2444,179.71,4.2184,0.0878
B0_manual,U04828,6.5379,6.2475,0.5733,0.2481,181.71,4.2761,0.0895
B0_manual,U04842,6.502,6.2188,0.5727,0.2488,182.13,4.2901,0.0891
B0_manual,U04856,6.2982,6.0405,0.5529,0.2628,189.78,4.5134,0.0946
B0_manual,U04870,6.5509,6.2533,0.569,0.2508,183.1,4.3129,0.0919
B0_manual,U04884,6.2793,6.0359,0.5633,0.2563,186.42,4.4232,0.0892
B0_manual,U04898,6.3037,6.047,0.5552,0.2613,188.97,4.4909,0.0936
B0_manual,U04912,6.137,5.9045,0.5425,0.2706,194.1,4.6426,0.0964
B0_manual,U04926,6.083,5.8518,0.5317,0.2778,197.95,4.7514,0.1004
B0_manual,U04940,6.2245,5.9615,0.5309,0.2773,197.46,4.7275,0.1036
B0_manual,U04954,6.2845,6.0278,0.5509,0.2642,190.53,4.5347,0.0953
B0_manual,U04968,6.3609,6.099,0.5628,0.2561,186.16,4.4102,0.0911
B0_manual,U04982,6.0128,5.8026,0.5374,0.2747,196.45,4.7158,0.0964
B0_manual,U04996,6.2795,6.0303,0.5575,0.26,188.36,4.4761,0.092
B0_manual,U00011,6.3775,6.117,0.5679,0.2527,184.37,4.3603,0.089
B0_manual,U00026,6.3877,6.1157,0.5584,0.2587,187.47,4.4437,0.0937
B0_manual,U00041,6.5058,6.215,0.5658,0.2531,184.4,4.3516,0.0925
B0_manual,U00056,6.3782,6.1155,0.5659,0.254,185.05,4.3786,0.09
B0_manual,U00071,6.4375,6.1647,0.5687,0.2517,183.78,4.3397,0.0897
B0_manual,U00086,6.129,5.9071,0.5516,0.2649,191.12,4.5621,0.0919
B0_manual,U00101,6.1073,5.8832,0.5445,0.2696,193.6,4.6314,0.0949
B0_manual,U00116,6.0629,5.846,0.5418,0.2716,194.72,4.665,0.0952
