epoch,prompt_id,reward,loss,kappa_hat,confidence_before,confidence_after,confidence_delta,converged,cumulative_reward,rolling_reward_50,rolling_loss_50,alpha,beta,posterior_mean
202,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,110.580024,0.578042,0.0,77.286149,22.713851,0.772861
203,missing_acceptance_criteria,0.62099,0.0,14.508658,9.191,9.348755,0.157755,1,111.201013,0.578283,0.0,32.58753,10.41247,0.75785
204,low_external_context,0.55,0.0,0.0,9.525448,9.0,0.0,1,111.751013,0.578283,0.0,51.001828,15.998172,0.761221
205,missing_acceptance_criteria,0.579159,0.0,14.914123,9.348755,9.478353,0.129598,1,112.330173,0.578866,0.0,33.37711,10.62289,0.758571
206,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,112.880173,0.578866,0.0,78.061149,22.938851,0.772883
207,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,113.479673,0.579856,0.0,51.801578,16.198422,0.761788
208,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,114.068283,0.578649,0.0,52.595883,16.404117,0.762259
209,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,114.618283,0.578649,0.0,53.370883,16.629117,0.762441
210,missing_acceptance_criteria,0.55,0.0,0.0,9.478353,9.0,0.0,1,115.168283,0.578649,0.0,34.15211,10.84789,0.758936
211,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,115.718283,0.578649,0.0,54.145883,16.854117,0.762618
212,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,116.367283,0.580629,0.0,78.885649,23.114351,0.773389
213,missing_acceptance_criteria,0.64315,0.0,14.508658,9.0,9.207,0.207,1,117.010433,0.582492,0.0,34.973685,11.026315,0.760297
214,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,117.560433,0.582492,0.0,54.920883,17.079117,0.76279
215,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,118.110433,0.582492,0.0,79.660649,23.339351,0.773404
216,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,118.759433,0.584472,0.0,80.485149,23.514851,0.773896
217,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,119.386653,0.586016,0.0,81.298759,23.701241,0.774274
218,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,119.936653,0.586016,0.0,55.695883,17.304117,0.762957
219,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,120.486653,0.586016,0.0,82.073759,23.926241,0.774281
220,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,121.086153,0.586327,0.0,56.495633,17.504367,0.763455
221,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,121.735153,0.588307,0.0,82.898259,24.101741,0.77475
222,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,122.362373,0.587871,0.0,83.711869,24.288131,0.77511
223,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,122.912373,0.585891,0.0,57.270633,17.729367,0.763608
224,missing_acceptance_criteria,0.625295,0.0,14.508658,9.207,9.374323,0.167323,1,123.537668,0.586805,0.0,35.786332,11.213668,0.761411
225,missing_acceptance_criteria,0.55,0.0,0.0,9.374323,9.0,0.0,1,124.087668,0.585778,0.0,36.561332,11.438668,0.761694
226,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,124.637668,0.584893,0.0,58.045633,17.954367,0.763758
227,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,125.286668,0.586493,0.0,58.870133,18.129867,0.764547
228,missing_acceptance_criteria,0.64855,0.0,14.508658,9.0,9.219,0.219,1,125.935218,0.587692,0.0,37.385607,11.614393,0.762972
229,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,126.485218,0.587692,0.0,84.486869,24.513131,0.775109
230,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,127.035218,0.587692,0.0,85.261869,24.738131,0.775108
231,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,127.585218,0.586488,0.0,86.036869,24.963131,0.775107
232,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,128.135218,0.586018,0.0,86.811869,25.188131,0.775106
233,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,128.685218,0.585285,0.0,87.586869,25.413131,0.775105
234,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,129.235218,0.58371,0.0,88.361869,25.638131,0.775104
235,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,129.884218,0.58569,0.0,89.186369,25.813631,0.775534
236,missing_acceptance_criteria,0.55,0.0,0.0,9.219,9.0,0.0,1,130.434218,0.58569,0.0,38.160607,11.839393,0.763212
237,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,130.984218,0.58371,0.0,89.961369,26.038631,0.775529
238,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,131.534218,0.58371,0.0,90.736369,26.263631,0.775525
239,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,132.084218,0.58173,0.0,91.511369,26.488631,0.77552
240,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,132.711438,0.583274,0.0,59.683743,18.316257,0.765176
241,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,133.360438,0.58371,0.0,38.985107,12.014893,0.764414
242,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,133.910438,0.582886,0.0,92.286369,26.713631,0.775516
243,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,134.460438,0.580906,0.0,93.061369,26.938631,0.775511
244,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,135.040554,0.580304,0.0,60.473801,18.526199,0.765491
245,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,135.667774,0.581849,0.0,39.798717,12.201283,0.76536
246,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,136.217774,0.581076,0.0,93.836369,27.163631,0.775507
247,low_external_context,0.55,0.0,0.0,9.525448,9.0,0.0,1,136.767774,0.581076,0.0,61.248801,18.751199,0.76561
248,missing_acceptance_criteria,0.55,0.0,0.0,9.3916,9.0,0.0,1,137.317774,0.581076,0.0,40.573717,12.426283,0.765542
249,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,137.867774,0.580474,0.0,41.348717,12.651283,0.765717
250,missing_acceptance_criteria,0.5995,0.0,13.815512,9.0,9.22,0.22,1,138.467274,0.581464,0.0,42.148467,12.851533,0.766336
251,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,139.094494,0.581289,0.0,42.962077,13.037923,0.76718
252,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,139.644494,0.581289,0.0,94.611369,27.388631,0.775503
253,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,140.254726,0.581074,0.0,43.767193,13.232807,0.767845
254,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,140.854226,0.582064,0.0,62.048551,18.951449,0.766031
255,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,141.404226,0.581481,0.0,95.386369,27.613631,0.775499
256,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,142.053226,0.583461,0.0,96.210869,27.789131,0.775894
257,missing_acceptance_criteria,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,142.626716,0.582941,0.0,44.553938,13.446062,0.768171
258,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,143.253936,0.583713,0.0,62.862161,19.137839,0.766612
259,low_external_context,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,143.864168,0.584918,0.0,63.667277,19.332723,0.767076
260,low_external_context,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,144.461148,0.585857,0.0,64.465767,19.534233,0.76745
261,missing_acceptance_criteria,0.55,0.0,0.0,9.629849,9.0,0.0,1,145.011148,0.585857,0.0,45.328938,13.671062,0.768287
262,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,145.660148,0.585857,0.0,46.153438,13.846562,0.769224
263,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,146.210148,0.583994,0.0,96.985869,28.014131,0.775887
264,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,146.859148,0.585974,0.0,97.810369,28.189631,0.776273
265,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,147.409148,0.585974,0.0,98.585369,28.414631,0.776263
266,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,148.058148,0.585974,0.0,99.409869,28.590131,0.77664
267,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,148.608148,0.58443,0.0,100.184869,28.815131,0.776627
268,low_external_context,0.55,0.0,0.0,9.629849,9.0,0.0,1,149.158148,0.58443,0.0,65.240767,19.759233,0.767538
269,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,149.807148,0.58641,0.0,101.009369,28.990631,0.776995
270,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,150.434368,0.586964,0.0,46.967048,14.032952,0.769952
271,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,150.984368,0.584984,0.0,101.784369,29.215631,0.77698
272,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,151.534368,0.58344,0.0,66.015767,19.984233,0.767625
273,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,152.183368,0.58542,0.0,66.840267,20.159733,0.768279
274,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,152.7936,0.585119,0.0,47.772164,14.227836,0.770519
275,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,153.390581,0.586058,0.0,48.570654,14.429346,0.770963
276,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,153.940581,0.586058,0.0,102.559369,29.440631,0.776965
277,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,154.567801,0.585623,0.0,67.653877,20.346123,0.768794
278,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,155.154445,0.584385,0.0,49.363977,14.636023,0.771312
279,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,155.734561,0.584987,0.0,68.443935,20.556065,0.769033
280,low_external_context,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,156.331542,0.585926,0.0,69.242426,20.757574,0.76936
281,low_external_context,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,156.918187,0.586659,0.0,70.035748,20.964252,0.769624
282,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,157.468187,0.586659,0.0,103.334369,29.665631,0.77695
283,missing_acceptance_criteria,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,158.032478,0.586945,0.0,50.146123,14.853877,0.771479
284,low_external_context,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,158.59677,0.587231,0.0,70.817894,21.182106,0.76976
285,low_external_context,0.561147,0.0,13.815512,9.7748,9.824344,0.049544,1,159.157917,0.585474,0.0,71.598468,21.401532,0.769876
286,missing_acceptance_criteria,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,159.730212,0.58592,0.0,50.93227,15.06773,0.771701
287,low_external_context,0.55,0.0,0.0,9.824344,9.0,0.0,1,160.280212,0.58592,0.0,72.373468,21.626532,0.769931
288,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,160.879712,0.58691,0.0,73.173218,21.826782,0.770244
289,missing_acceptance_criteria,0.56739,0.0,14.508658,9.824344,9.862989,0.038644,1,161.447102,0.587258,0.0,51.715965,15.284035,0.77188
290,missing_acceptance_criteria,0.563564,0.0,14.508658,9.862989,9.893131,0.030143,1,162.010666,0.585985,0.0,52.497747,15.502253,0.772026
291,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,162.599276,0.584777,0.0,73.967523,22.032477,0.770495
292,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,163.179392,0.585379,0.0,74.75758,22.24242,0.770697
293,missing_acceptance_criteria,0.55,0.0,0.0,9.893131,9.0,0.0,1,163.729392,0.585379,0.0,53.272747,15.727253,0.772069
294,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,164.378392,0.586757,0.0,54.097247,15.902753,0.772818
295,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,165.005612,0.586757,0.0,54.910857,16.089143,0.773392
296,low_external_context,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,165.602592,0.587696,0.0,75.556071,22.443929,0.77098
297,low_external_context,0.568322,0.0,13.815512,9.629849,9.711283,0.081433,1,166.170915,0.588063,0.0,76.340232,22.659768,0.771113
298,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,166.720915,0.588063,0.0,104.109369,29.890631,0.776936
299,low_external_context,0.55,0.0,0.0,9.711283,9.0,0.0,1,167.270915,0.588063,0.0,77.115232,22.884768,0.771152
300,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,167.820915,0.587073,0.0,104.884369,30.115631,0.776921
301,missing_acceptance_criteria,0.55,0.0,0.0,9.3916,9.0,0.0,1,168.370915,0.585528,0.0,55.685857,16.314143,0.773415
302,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,168.970415,0.586518,0.0,77.914982,23.085018,0.771435
303,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,169.619415,0.587294,0.0,56.510357,16.489643,0.774114
304,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,170.169415,0.586304,0.0,57.285357,16.714643,0.774126
305,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,170.719415,0.586304,0.0,58.060357,16.939643,0.774138
306,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,171.346635,0.585868,0.0,78.728592,23.271408,0.771849
307,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,171.896635,0.585398,0.0,105.659369,30.340631,0.776907
308,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,172.446635,0.583854,0.0,79.503592,23.496408,0.77188
309,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,173.095635,0.584629,0.0,58.884857,17.115143,0.774801
310,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,173.645635,0.58369,0.0,106.434369,30.565631,0.776893
311,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,174.195635,0.58369,0.0,107.209369,30.790631,0.776879
312,missing_acceptance_criteria,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,174.784245,0.582482,0.0,59.679162,17.320838,0.775054
313,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,175.394477,0.583687,0.0,60.484278,17.515722,0.775439
314,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,176.043477,0.583687,0.0,80.328092,23.671908,0.772385
315,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,176.692477,0.585667,0.0,108.033869,30.966131,0.777222
316,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,177.319697,0.585231,0.0,108.847479,31.152521,0.777482
317,missing_acceptance_criteria,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,177.893187,0.585701,0.0,61.271023,17.728977,0.775583
318,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,178.443187,0.585701,0.0,81.103092,23.896908,0.77241
319,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,178.993187,0.583721,0.0,81.878092,24.121908,0.772435
320,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,179.543187,0.582176,0.0,82.653092,24.346908,0.772459
321,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,180.142687,0.583166,0.0,83.452842,24.547158,0.772711
322,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,180.692687,0.583166,0.0,84.227842,24.772158,0.772732
323,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,181.341687,0.583166,0.0,85.052342,24.947658,0.773203
324,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,181.891687,0.581962,0.0,109.622479,31.377521,0.777464
325,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,182.478332,0.581755,0.0,62.064345,17.935655,0.775804
326,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,183.127332,0.583735,0.0,110.446979,31.553021,0.777796
327,missing_acceptance_criteria,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,183.691623,0.582476,0.0,62.846491,18.153509,0.775883
328,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,184.280233,0.582516,0.0,85.846647,25.153353,0.773393
329,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,184.907453,0.583458,0.0,111.260589,31.739411,0.778046
330,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,185.457453,0.582518,0.0,112.035589,31.964411,0.778025
331,missing_acceptance_criteria,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,186.029748,0.582231,0.0,63.632638,18.367362,0.776008
332,missing_acceptance_criteria,0.56739,0.0,14.508658,9.824344,9.862989,0.038644,1,186.597138,0.582579,0.0,64.416333,18.583667,0.7761
333,missing_acceptance_criteria,0.556782,0.0,13.815512,9.862989,9.893131,0.030143,1,187.15392,0.582429,0.0,65.194724,18.805276,0.776128
334,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,187.80292,0.584123,0.0,112.860089,32.139911,0.778345
335,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,188.35292,0.5839,0.0,113.635089,32.364911,0.778323
336,missing_acceptance_criteria,0.56058,0.0,14.508658,9.893131,9.916642,0.023511,1,188.9135,0.583666,0.0,65.975014,19.024986,0.776177
337,missing_acceptance_criteria,0.55,0.0,0.0,9.916642,9.0,0.0,1,189.4635,0.583666,0.0,66.750014,19.249986,0.776163
338,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,190.1125,0.584656,0.0,114.459589,32.540411,0.778637
339,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,190.6625,0.584308,0.0,86.621647,25.378353,0.773408
340,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,191.2125,0.584037,0.0,87.396647,25.603353,0.773422
341,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,191.812,0.584254,0.0,88.196397,25.803603,0.773653
342,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,192.43922,0.585197,0.0,89.010007,25.989993,0.774
343,low_external_context,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,193.049452,0.586401,0.0,89.815123,26.184877,0.774268
344,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,193.698452,0.586401,0.0,67.574514,19.425486,0.776719
345,low_external_context,0.55,0.0,0.0,9.525448,9.0,0.0,1,194.248452,0.584857,0.0,90.590123,26.409877,0.774275
346,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,194.798452,0.583917,0.0,68.349514,19.650486,0.776699
347,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,195.348452,0.583551,0.0,91.365123,26.634877,0.774281
348,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,195.975672,0.585095,0.0,115.273199,32.726801,0.778873
349,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,196.624672,0.587075,0.0,69.174014,19.825986,0.777236
350,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,197.174672,0.587075,0.0,69.949014,20.050986,0.777211
351,dependency_heavy,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,197.784903,0.58828,0.0,116.078314,32.921686,0.779049
352,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,198.433903,0.58927,0.0,70.773514,20.226486,0.777731
353,dependency_heavy,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,199.030884,0.588229,0.0,116.876805,33.123195,0.779179
354,missing_acceptance_criteria,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,199.619494,0.589002,0.0,71.567819,20.432181,0.777911
355,dependency_heavy,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,200.206139,0.589734,0.0,117.670127,33.329873,0.779272
356,dependency_heavy,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,200.784722,0.588762,0.0,118.459419,33.540581,0.779338
357,dependency_heavy,0.55,0.0,0.0,9.7748,9.0,0.0,1,201.334722,0.588762,0.0,119.234419,33.765581,0.77931
358,missing_acceptance_criteria,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,201.914838,0.589364,0.0,72.357877,20.642123,0.778042
359,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,202.563838,0.589364,0.0,120.058919,33.941081,0.779603
360,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,203.160818,0.590304,0.0,73.156368,20.843632,0.778259
361,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,203.809818,0.592284,0.0,92.189623,26.810377,0.774703
362,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,204.437038,0.593056,0.0,120.872529,34.127471,0.779823
363,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,204.987038,0.591851,0.0,121.647529,34.352471,0.779792
364,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,205.614258,0.591416,0.0,93.003233,26.996767,0.775027
365,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,206.200903,0.590169,0.0,73.94969,21.05031,0.778418
366,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,206.781019,0.589226,0.0,93.793291,27.206709,0.775151
367,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,207.331019,0.588757,0.0,122.422529,34.577471,0.779761
368,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,207.881019,0.588757,0.0,123.197529,34.802471,0.779731
369,low_external_context,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,208.454509,0.589226,0.0,94.580036,27.419964,0.775246
370,low_external_context,0.568322,0.0,13.815512,9.629849,9.711283,0.081433,1,209.022832,0.589593,0.0,95.364197,27.635803,0.775319
371,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,209.572832,0.588603,0.0,123.972529,35.027471,0.779701
372,missing_acceptance_criteria,0.55,0.0,0.0,9.711283,9.0,0.0,1,210.122832,0.588603,0.0,74.72469,21.27531,0.778382
373,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,210.672832,0.586623,0.0,124.747529,35.252471,0.779672
374,low_external_context,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,211.251415,0.587195,0.0,96.153489,27.846511,0.775431
375,low_external_context,0.55,0.0,0.0,9.7748,9.0,0.0,1,211.801415,0.586462,0.0,96.928489,28.071511,0.775428
376,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,212.450415,0.586462,0.0,125.572029,35.427971,0.77995
377,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,213.049915,0.587166,0.0,97.728239,28.271761,0.775621
378,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,213.599915,0.586394,0.0,75.49969,21.50031,0.778347
379,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,214.248915,0.586829,0.0,76.32419,21.67581,0.778818
380,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,214.798915,0.586829,0.0,126.347029,35.652971,0.77992
381,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,215.348915,0.586383,0.0,98.503239,28.496761,0.775616
382,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,215.898915,0.586036,0.0,127.122029,35.877971,0.77989
383,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,216.498415,0.58689,0.0,99.302989,28.697011,0.775805
384,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,217.087025,0.585682,0.0,100.097294,28.902706,0.775948
385,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,217.736025,0.587662,0.0,127.946529,36.053471,0.780162
386,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,218.286025,0.58745,0.0,100.872294,29.127706,0.775941
387,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,218.913245,0.588995,0.0,128.760139,36.239861,0.780364
388,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,219.463245,0.587015,0.0,101.647294,29.352706,0.775934
389,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,220.013245,0.587015,0.0,102.422294,29.577706,0.775926
390,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,220.563245,0.587015,0.0,103.197294,29.802706,0.77592
391,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,221.113245,0.586025,0.0,129.535139,36.464861,0.780332
392,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,221.762245,0.58646,0.0,104.021794,29.978206,0.776282
393,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,222.312245,0.585256,0.0,104.796794,30.203206,0.776273
394,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,222.862245,0.583276,0.0,130.310139,36.689861,0.7803
395,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,223.489465,0.58482,0.0,77.1378,21.8622,0.77917
396,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,224.039465,0.58482,0.0,131.085139,36.914861,0.780269
397,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,224.688465,0.5868,0.0,131.909639,37.090361,0.78053
398,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,225.298696,0.58646,0.0,77.942916,22.057084,0.779429
399,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,225.848696,0.58448,0.0,132.684639,37.315361,0.780498
400,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,226.497696,0.58646,0.0,133.509139,37.490861,0.780755
401,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,227.124916,0.5868,0.0,134.322749,37.677251,0.780946
402,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,227.773916,0.5868,0.0,105.621294,30.378706,0.776627
403,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,228.362526,0.586633,0.0,106.415599,30.584401,0.776756
404,dependency_heavy,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,228.972758,0.587065,0.0,135.127864,37.872136,0.781086
405,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,229.569739,0.587272,0.0,78.741406,22.258594,0.779618
406,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,230.119739,0.5867,0.0,107.190599,30.809401,0.776743
